dataset,file,inner,density_param,t_input,seed,size_multi,bbox_mm,n_tris,watertight,winding_ok,euler,VF,SAV_x_cell,rel_surface,interior_vert_frac,curv_gauss_mean_xL2,curv_gauss_iqr_xL2,curv_mean_mean_xL,curv_mean_iqr_xL,curv_gauss_p99_xL2,curv_mean_p99_xL,thickness_med_mm,thickness_std_mm,thickness_hits,thickness_over_cell,thickness_ratio,fabric_l1,fabric_l2,fabric_l3,fabric_DA,fabric_aniso,normal_x,normal_y,normal_z,normal_spread,fabric_kept_frac,extract_s,status,Run,E_over_Es,G_over_Gs,nu_iso,TAI,Zener_Z,C11_n,C12_n,C44_n,Rho_rel,L_star_mm,bbox_over_Lstar,SAV_x_cell_star,rel_surface_star,curv_mean_mean_xL_star,curv_mean_iqr_xL_star,curv_mean_p99_xL_star,curv_gauss_mean_xL2_star,curv_gauss_iqr_xL2_star,curv_gauss_p99_xL2_star,thickness_over_cell_star,family,topology,element_order,group_key
ADMS,ADMS_DF_i15p0_d10p73_t0p2_s2_m1p6.stl,15.0,10.73,0.2,2,1.6,15.016,2174500,1,1,-42,0.05163,30.9559,1.5982,0.909,-1.40908,3.80705,-0.04606,4.40981,170.4947,31.0737,0.1984,0.0018,4000,0.06614,0.992,0.38115,0.31643,0.30242,1.26033,0.07873,0.33192,0.31627,0.35181,0.01454,0.986,10.1,OK,ADMS_DF_i15p0_d10p73_t0p2_s2_m1p6,0.00363,0.00375,0.2591,0.2852,0.648,0.00475,0.00095,0.0008150000000000001,0.0527,1.87705,7.9998,19.368584,0.999967,-0.028819,2.759144,19.44229,-0.551626,1.490382,66.745158,0.105708,ADMS,df,quadratic,ADMS|df|2
ADMS,ADMS_flow_i15p0_d12p75_t0p2_s2_m1p6.stl,15.0,12.75,0.2,2,1.6,15.016,2174596,1,1,-58,0.05309,30.8695,1.6389,0.929,-1.84896,4.96002,-0.06317,5.13725,157.1829,30.0846,0.1984,0.0019,4000,0.06613,0.992,0.41432,0.32758,0.2581,1.60526,0.15622,0.33418,0.32329,0.34253,0.00788,0.989,10.3,OK,ADMS_flow_i15p0_d12p75_t0p2_s2_m1p6,0.00233,0.00242,0.2503,0.3521,0.4795,0.0025900000000000003,0.000585,0.0007049999999999999,0.05410670511304311,1.83054,8.203,18.835939,1.000023,-0.038545,3.134645,18.357009,-0.688403,1.84671,58.522202,0.108378,ADMS,flow,quadratic,ADMS|flow|2
ADMS,ADMS_flow_i15p0_d14p77_t0p2_s2_m1p6.stl,15.0,14.77,0.2,2,1.6,15.013,2641688,1,1,-98,0.06471,30.8397,1.9955,0.93,-2.71514,6.44859,-0.09044,5.85811,174.1533,32.1495,0.1984,0.0021,4000,0.06614,0.992,0.37141,0.33609,0.2925,1.26979,0.07891,0.36373,0.29627,0.34,0.02794,0.989,12.6,OK,ADMS_flow_i15p0_d14p77_t0p2_s2_m1p6,0.00499,0.00507,0.2787,0.3738,0.3624,0.00703,0.0011250000000000001,0.001,0.06595960210901389,1.50328,9.9868,15.453562,0.999931,-0.045319,2.935459,16.109894,-0.681756,1.619204,43.728907,0.131991,ADMS,flow,quadratic,ADMS|flow|3
ADMS,ADMS_flow_i15p0_d16p79_t0p2_s2_m1p6.stl,15.0,16.79,0.2,2,1.6,15.014,2907068,1,1,-122,0.07053,30.8573,2.1763,0.925,-2.92,6.83437,-0.09918,5.90569,166.8351,31.5963,0.1985,0.0018,4000,0.06617,0.993,0.37954,0.34421,0.27626,1.37385,0.10328,0.37939,0.34419,0.27642,0.04273,0.989,14.0,OK,ADMS_flow_i15p0_d16p79_t0p2_s2_m1p6,0.00609,0.00609,0.2998,0.2297,0.4749,0.00937,0.0023,0.0014249999999999998,0.07173321457459421,1.37845,10.8919,14.178364,0.99997,-0.045571,2.713556,14.517921,-0.61648,1.442895,35.222795,0.14401,ADMS,flow,quadratic,ADMS|flow|3
ADMS,ADMS_DF_i15p0_d14p77_t0p2_s2_m1p6.stl,15.0,14.77,0.2,2,1.6,15.026,3098352,1,1,-130,0.07322,31.1299,2.2792,0.857,-2.88928,5.9739,-0.09616,5.53213,205.5843,34.8985,0.1986,0.002,4000,0.06618,0.993,0.36357,0.33643,0.3,1.2119,0.06357,0.33823,0.3333,0.32848,0.00398,0.97,15.0,OK,ADMS_DF_i15p0_d14p77_t0p2_s2_m1p6,0.00764,0.00806,0.2313,0.1239,1.0247,0.008035,0.0026550000000000002,0.0034100000000000003,0.075,1.31618,11.4164,13.657471,0.999942,-0.042188,2.427085,15.31085,-0.556128,1.149855,39.57082,0.150846,ADMS,df,quadratic,ADMS|df|3
ADMS,ADMS_DF_i15p0_d10p73_t0p3_s2_m1p6.stl,15.0,10.73,0.3,2,1.6,15.015,2189572,1,1,-42,0.07868,20.5549,1.6173,0.9,-1.41333,1.5993,-0.07193,2.81213,154.3081,30.8354,0.3014,0.0021,4000,0.10047,1.005,0.38138,0.31625,0.30238,1.26127,0.079,0.33194,0.3161,0.35196,0.01467,0.977,11.3,OK,ADMS_DF_i15p0_d10p73_t0p3_s2_m1p6,0.00765,0.00793,0.254,0.2706,0.706,0.00909,0.0019,0.00187,0.079,1.85499,8.0944,12.70971,1.000025,-0.044476,1.738824,19.066451,-0.540361,0.611463,58.996913,0.162486,ADMS,df,quadratic,ADMS|df|3
ADMS,ADMS_DF_i15p0_d20p83_t0p2_s1_m1p6.stl,15.0,20.83,0.2,1,1.6,15.028,4043860,1,1,-278,0.09565,31.0343,2.9683,0.877,-5.12835,9.30677,-0.16786,6.63574,239.5869,37.8053,0.1987,0.002,4000,0.06622,0.993,0.34749,0.33306,0.31944,1.08781,0.02805,0.33279,0.32835,0.33886,0.00431,0.976,19.8,OK,ADMS_DF_i15p0_d20p83_t0p2_s1_m1p6,0.0144,0.01474,0.2703,0.0778,0.9602,0.016565,0.00658,0.005575,0.0979,1.01063,14.8699,10.454783,0.999956,-0.056548,2.235437,12.735786,-0.582001,1.056197,27.19,0.196569,ADMS,df,quadratic,ADMS|df|4
ADMS,ADMS_raw_i15p0_d22p85_t0p2_s2_m1p6.stl,15.0,22.85,0.2,2,1.6,15.015,4124652,1,1,-282,0.09647,30.8462,2.9757,0.909,-4.66924,9.74106,-0.15756,6.61439,195.6339,34.4556,0.1988,0.0018,4000,0.06625,0.994,0.35295,0.32927,0.31778,1.11066,0.03517,0.32878,0.33476,0.33646,0.0033,0.987,21.7,OK,ADMS_raw_i15p0_d22p85_t0p2_s2_m1p6,0.01614,0.01634,0.2836,0.121,1.542,0.0195,0.0086,0.00701,0.09820107118899551,1.00815,14.8936,10.365917,0.999989,-0.052948,2.222777,11.578862,-0.527301,1.100065,22.093077,0.197142,ADMS,raw,quadratic,ADMS|raw|4
ADMS,ADMS_flow_i15p0_d26p89_t0p16_s2_m1p6.stl,15.0,26.89,0.16,2,1.6,15.023,5131732,1,1,-604,0.10077,37.8459,3.8138,0.919,-8.21376,18.69866,-0.23138,9.22769,296.6466,45.5267,0.1615,0.0034,4000,0.05382,1.009,0.36579,0.3412,0.29301,1.24837,0.07278,0.35014,0.34763,0.30223,0.02202,0.991,24.6,OK,ADMS_flow_i15p0_d26p89_t0p16_s2_m1p6,0.01386,0.01402,0.2856,0.1393,0.643,0.020135,0.00601,0.00414,0.1015307409518003,0.78663,19.0979,9.923588,1.000018,-0.06067,2.419596,11.937574,-0.564731,1.285613,20.395727,0.205255,ADMS,flow,quadratic,ADMS|flow|5
ADMS,ADMS_raw_i15p0_d30p93_t0p14_s2_m1p6.stl,15.0,30.93,0.14,2,1.6,15.017,5856236,1,1,-890,0.10085,42.2181,4.2575,0.912,-10.56164,23.27927,-0.26179,10.10211,369.0236,50.7164,0.1445,0.0036,4000,0.04818,1.032,0.35135,0.32619,0.32247,1.08955,0.02888,0.33266,0.33209,0.33525,0.00137,0.993,27.8,OK,ADMS_raw_i15p0_d30p93_t0p14_s2_m1p6,0.01797,0.01828,0.2784,0.0657,1.1619,0.02153,0.009399999999999999,0.007355,0.0991600384246924,0.70461,21.3125,9.915716,0.999954,-0.061486,2.372671,11.911702,-0.582616,1.284163,20.356587,0.205136,ADMS,raw,quadratic,ADMS|raw|4
ADMS,ADMS_DF_i15p0_d10p73_t0p4_s2_m1p6.stl,15.0,10.73,0.4,2,1.6,15.013,2201708,1,1,-42,0.10474,15.6061,1.6345,0.891,-1.41731,1.05632,-0.09523,2.00598,145.455,29.3206,0.4008,0.0049,4000,0.13359,1.002,0.38164,0.31607,0.30229,1.26248,0.07935,0.33198,0.31592,0.3521,0.0148,0.968,14.0,OK,ADMS_DF_i15p0_d10p73_t0p4_s2_m1p6,0.01257,0.01306,0.2508,0.2599,0.7541,0.014085,0.0030499999999999998,0.003265,0.1051,1.83533,8.18,9.547451,0.999949,-0.05826,1.227212,17.937665,-0.530458,0.39535,54.439577,0.218364,ADMS,df,quadratic,ADMS|df|5
ADMS,ADMS_raw_i15p0_d26p89_t0p18_s2_m1p6.stl,15.0,26.89,0.18,2,1.6,15.013,5034868,1,1,-550,0.10746,34.0973,3.6641,0.924,-8.00302,16.43721,-0.23964,8.38334,248.2055,40.4733,0.1791,0.0021,4000,0.05969,0.995,0.34523,0.33125,0.32352,1.06711,0.02171,0.32523,0.33855,0.33622,0.00581,0.99,22.8,OK,ADMS_raw_i15p0_d26p89_t0p18_s2_m1p6,0.0164,0.0166,0.2837,0.0345,1.0958,0.021015000000000002,0.00865,0.006455,0.1095064736332869,0.81876,18.3363,9.305788,1.000001,-0.065402,2.28797,11.045917,-0.596102,1.224319,18.487481,0.21871,ADMS,raw,quadratic,ADMS|raw|5
ADMS,ADMS_flow_i15p0_d12p75_t0p4_s2_m1p6.stl,15.0,12.75,0.4,2,1.6,15.014,2191652,1,1,-56,0.1076,15.4505,1.6625,0.915,-1.72968,1.86873,-0.13039,2.72771,136.571,28.5416,0.4009,0.0051,4000,0.13363,1.002,0.41499,0.32763,0.25738,1.61238,0.15761,0.33397,0.32337,0.34266,0.00789,0.974,13.9,OK,ADMS_flow_i15p0_d12p75_t0p4_s2_m1p6,0.00879,0.00917,0.2457,0.2802,0.5499,0.010845,0.002445,0.0030499999999999998,0.1080987927842356,1.80454,8.3201,9.29368,1.000016,-0.078431,1.640754,17.16815,-0.62583,0.67614,49.41387,0.222156,ADMS,flow,quadratic,ADMS|flow|5
ADMS,ADMS_DF_i15p0_d26p89_t0p17_s2_m1p6.stl,15.0,26.89,0.17,2,1.6,15.024,5413432,1,1,-728,0.11143,35.9616,4.0073,0.891,-9.57,20.45358,-0.27361,9.54283,314.2264,46.3323,0.1704,0.0025,4000,0.05679,1.002,0.3561,0.32763,0.31628,1.12591,0.03982,0.33622,0.32915,0.33463,0.00303,0.984,25.9,OK,ADMS_DF_i15p0_d26p89_t0p17_s2_m1p6,0.01905,0.01976,0.2534,0.088,0.8233,0.023929999999999996,0.007355,0.007105,0.1132940073213928,0.74865,20.0681,8.974244,1.000025,-0.06828,2.38142,11.56226,-0.595977,1.273758,19.568629,0.227569,ADMS,df,quadratic,ADMS|df|5
ADMS,ADMS_DF_i15p0_d14p77_t0p3_s2_m1p6.stl,15.0,14.77,0.3,2,1.6,15.018,3123316,1,1,-130,0.11161,20.7487,2.3157,0.844,-2.90038,3.28732,-0.15008,3.82372,189.9857,34.6898,0.3014,0.0022,4000,0.10047,1.005,0.36357,0.33677,0.29966,1.21326,0.06391,0.33884,0.33248,0.32868,0.00419,0.955,16.3,OK,ADMS_DF_i15p0_d14p77_t0p3_s2_m1p6,0.01625,0.017,0.2431,0.0882,1.0292,0.018965,0.006515,0.00715,0.112,1.29547,11.5927,8.959771,0.999973,-0.064808,1.651171,14.979861,-0.540838,0.612991,35.426881,0.232665,ADMS,df,quadratic,ADMS|df|5
ADMS,ADMS_raw_i15p0_d36p0_t0p14_s2_m1p6.stl,15.0,36.0,0.14,2,1.6,15.018,6678200,1,1,-1358,0.11598,42.077,4.88,0.924,-14.57263,29.40402,-0.35832,11.36211,375.7323,52.1439,0.1447,0.0035,4000,0.04825,1.034,0.34638,0.33171,0.32192,1.07598,0.02446,0.33721,0.32842,0.33438,0.00366,0.993,30.5,OK,ADMS_raw_i15p0_d36p0_t0p14_s2_m1p6,0.02151,0.02174,0.2859,0.0341,1.0088,0.0277,0.01089,0.008175,0.114332981111408,0.61474,24.4298,8.622176,0.999981,-0.073425,2.328258,10.685027,-0.611902,1.23467,15.77694,0.235464,ADMS,raw,quadratic,ADMS|raw|5
ADMS,ADMS_raw_i15p0_d26p89_t0p2_s2_m1p6.stl,15.0,26.89,0.2,2,1.6,15.014,5036192,1,1,-550,0.11945,30.6987,3.6671,0.922,-8.01067,15.2633,-0.26479,8.18934,237.5599,38.7142,0.1989,0.0021,4000,0.0663,0.995,0.34525,0.33126,0.32349,1.06725,0.02175,0.32521,0.33857,0.33622,0.00583,0.988,23.6,OK,ADMS_raw_i15p0_d26p89_t0p2_s2_m1p6,0.0197,0.01999,0.2813,0.0389,1.1249,0.024925000000000003,0.010284999999999999,0.007845,0.1216586732911484,0.81812,18.3518,8.371704,1.000038,-0.07221,2.233278,10.557574,-0.59574,1.135105,17.666921,0.243119,ADMS,raw,quadratic,ADMS|raw|6
ADMS,ADMS_DF_5cube_d12p75_r012.stl,,12.75,,,,15.014,2628400,1,1,-66,0.11953,16.049,1.9183,0.813,-1.76966,1.3688,-0.11525,2.14754,145.9307,29.3222,0.4007,0.0089,4000,0.13358,,0.36289,0.32705,0.31006,1.17038,0.05283,0.31198,0.3428,0.34522,0.01513,0.942,28.8,OK,ADMS_DF_5cube_d12p75_r012,0.0165,0.01703,0.2596,0.1655,1.2634,0.023174999999999998,0.009305,0.00865,0.12,1.56385,9.6007,8.366101,0.999981,-0.060078,1.11948,15.285219,-0.480884,0.371955,39.654901,0.256251,ADMS,df,quadratic,ADMS|df|6
ADMS,ADMS_DF_i15p0_d24p87_t0p2_s2_m1p6.stl,15.0,24.87,0.2,2,1.6,15.024,5095932,1,1,-554,0.12076,30.8563,3.7262,0.886,-7.95918,14.10972,-0.26292,7.93105,263.6416,40.5452,0.1988,0.0021,4000,0.06628,0.994,0.34601,0.33072,0.32327,1.07035,0.02274,0.33026,0.33754,0.3322,0.00308,0.982,25.5,OK,ADMS_DF_i15p0_d24p87_t0p2_s2_m1p6,0.02091,0.02186,0.2437,0.0876,1.0564,0.02496,0.009155,0.01002,0.1233,0.80511,18.6608,8.280888,0.999998,-0.07056,2.128451,10.881092,-0.573237,1.016212,18.988035,0.246973,ADMS,df,quadratic,ADMS|df|6
ADMS,ADMS_flow_i15p0_d26p89_t0p21_s2_m1p6.stl,15.0,26.89,0.21,2,1.6,15.021,5131620,1,1,-600,0.13077,29.209,3.8198,0.915,-8.19027,14.43982,-0.29417,8.26781,234.1027,38.1752,0.2091,0.0039,4000,0.0697,0.996,0.36594,0.34126,0.2928,1.24982,0.07315,0.35021,0.34771,0.30208,0.02212,0.986,24.0,OK,ADMS_flow_i15p0_d26p89_t0p21_s2_m1p6,0.02135,0.02172,0.2782,0.1175,0.7042,0.029474999999999998,0.009045,0.006715,0.1330169166205493,0.78541,19.125,7.647014,1.000036,-0.077015,2.16454,9.994395,-0.561369,0.98972,16.045631,0.26623,ADMS,flow,quadratic,ADMS|flow|6
ADMS,ADMS_DF_i15p0_d10p73_t0p5_s2_m1p6.stl,15.0,10.73,0.5,2,1.6,15.013,2212304,1,1,-42,0.13081,12.6115,1.6497,0.883,-1.42375,0.87241,-0.11936,1.66419,133.1007,28.4146,0.5006,0.0139,4000,0.16687,1.001,0.38199,0.31582,0.30218,1.26411,0.07981,0.33207,0.31564,0.35229,0.01499,0.959,16.7,OK,ADMS_DF_i15p0_d10p73_t0p5_s2_m1p6,0.01852,0.01932,0.2463,0.2513,0.796,0.01991,0.004395,0.00506,0.1313,1.8185,8.2557,7.644675,0.999994,-0.072352,1.008777,17.223994,-0.523141,0.320557,48.906317,0.275287,ADMS,df,quadratic,ADMS|df|6
ADMS,ADMS_flow_i15p0_d14p77_t0p4_s2_m1p6.stl,15.0,14.77,0.4,2,1.6,15.013,2656344,1,1,-98,0.13108,15.4104,2.0199,0.916,-2.74096,3.02561,-0.18501,3.43001,151.6647,30.6413,0.4009,0.0032,4000,0.13364,1.002,0.37184,0.33599,0.29218,1.27264,0.07966,0.36412,0.29596,0.33992,0.02821,0.975,15.8,OK,ADMS_flow_i15p0_d14p77_t0p4_s2_m1p6,0.01592,0.01638,0.2629,0.3154,0.4523,0.020815,0.0038250000000000003,0.00385,0.1314438197306285,1.48515,10.1087,7.628929,0.999953,-0.091589,1.698029,15.168996,-0.671741,0.741502,37.169252,0.269952,ADMS,flow,quadratic,ADMS|flow|6
ADMS,ADMS_raw_i15p0_d42p0_t0p14_s2_m1p6.stl,15.0,42.0,0.14,2,1.6,15.017,7901440,1,1,-2216,0.13702,41.9806,5.7523,0.912,-19.72164,35.4004,-0.48699,12.35457,375.3014,53.1613,0.1447,0.0036,4000,0.04824,1.034,0.34927,0.32785,0.32288,1.08175,0.02639,0.32791,0.33703,0.33506,0.00392,0.993,36.8,OK,ADMS_raw_i15p0_d42p0_t0p14_s2_m1p6,0.02934,0.02996,0.2728,0.0344,1.0858,0.036735000000000004,0.01431,0.012075,0.1348735413400159,0.52154,28.7936,7.298205,1.000021,-0.084662,2.147806,9.241937,-0.596043,1.069899,11.342662,0.277485,ADMS,raw,quadratic,ADMS|raw|6
ADMS,ADMS_raw_i15p0_d30p93_t0p2_s2_m1p6.stl,15.0,30.93,0.2,2,1.6,15.015,5851304,1,1,-890,0.13913,30.6537,4.2649,0.907,-10.6074,18.65299,-0.35683,8.97451,260.1882,40.9638,0.199,0.0021,4000,0.06632,0.995,0.35146,0.32614,0.3224,1.09013,0.02906,0.33268,0.33204,0.33527,0.0014,0.987,27.3,OK,ADMS_raw_i15p0_d30p93_t0p2_s2_m1p6,0.03004,0.03058,0.277,0.0664,1.1955,0.03574,0.015625,0.012475,0.1415869144663149,0.70342,21.3457,7.187522,1.000012,-0.083668,2.104297,9.604982,-0.583179,1.025513,14.304748,0.282845,ADMS,raw,quadratic,ADMS|raw|7
ADMS,ADMS_raw_i12p0_d22p85_t0p28_s2_m1p6.stl,12.0,22.85,0.28,2,1.6,12.013,2190912,1,1,-178,0.14213,21.9096,3.114,0.905,-5.69349,8.64813,-0.27501,5.82663,219.2342,38.0165,0.2819,0.0026,4000,0.09398,1.007,0.34833,0.33112,0.32055,1.08665,0.02778,0.33042,0.33299,0.33659,0.00253,0.977,11.9,OK,ADMS_raw_i12p0_d22p85_t0p28_s2_m1p6,0.02247,0.02326,0.2557,0.1929,1.3303,0.026035,0.012365,0.010089999999999998,0.142656270668112,0.96339,12.4695,7.035812,0.999996,-0.088314,1.871101,12.208208,-0.587135,0.891829,22.608299,0.292655,ADMS,raw,quadratic,ADMS|raw|7
ADMS,ADMS_flow_i15p0_d26p89_t0p23_s2_m1p6.stl,15.0,26.89,0.23,2,1.6,15.019,5130860,1,1,-602,0.14408,26.5243,3.8215,0.914,-8.23309,14.1818,-0.3237,8.11939,237.9044,38.5597,0.2302,0.005,4000,0.07675,1.001,0.366,0.34129,0.29272,1.25034,0.07328,0.35026,0.34771,0.30203,0.02216,0.985,24.5,OK,ADMS_flow_i15p0_d26p89_t0p23_s2_m1p6,0.02495,0.02542,0.2758,0.1111,0.7228,0.03391,0.01047,0.007940000000000001,0.1456515132871993,0.78501,19.1322,6.940589,0.999968,-0.084702,2.124593,10.08988,-0.563725,0.971038,16.28948,0.293309,ADMS,flow,quadratic,ADMS|flow|7
ADMS,ADMS_DF_5cube_d20p83_t0p30_s2.stl,,20.83,0.30,2,,15.019,4065148,1,1,-282,0.14571,20.6412,3.0077,0.866,-5.17399,6.70786,-0.26073,5.14315,218.8209,37.6615,0.3016,0.0024,4000,0.10054,1.005,0.34767,0.33309,0.31925,1.08902,0.02842,0.33291,0.32818,0.33892,0.00439,0.963,21.0,OK,ADMS_DF_5cube_d20p83_t0p30_s2,0.02945,0.03021,0.2672,0.0618,1.0315,0.034155000000000005,0.01398,0.012415,0.1463,0.99746,15.0572,6.862947,1.000024,-0.08669,1.710035,12.521989,-0.571975,0.741541,24.190241,0.302387,ADMS,df,quadratic,ADMS|df|7
ADMS,ADMS_DF_i15p0_d14p77_t0p4_s2_m1p6.stl,15.0,14.77,0.4,2,1.6,15.014,3138052,1,1,-130,0.14836,15.7918,2.3429,0.833,-2.91736,2.6414,-0.20018,3.03466,175.2093,32.8997,0.4009,0.0089,4000,0.13362,1.002,0.3638,0.33681,0.29939,1.21512,0.06441,0.33934,0.33222,0.32844,0.00452,0.942,17.7,OK,ADMS_DF_i15p0_d14p77_t0p4_s2_m1p6,0.02657,0.02765,0.2492,0.0827,1.0232,0.03257,0.01134,0.011519999999999999,0.149,1.28048,11.7253,6.740361,1.000012,-0.085442,1.295274,14.042469,-0.531488,0.481213,31.919805,0.313054,ADMS,df,quadratic,ADMS|df|7
ADMS,ADMS_DF_i15p0_d30p93_t0p2_s2_m1p6.stl,15.0,30.93,0.2,2,1.6,15.027,6142760,1,1,-1036,0.14838,30.7124,4.5572,0.895,-12.39671,21.93747,-0.41453,9.8398,300.5417,44.202,0.199,0.0024,4000,0.06632,0.995,0.35554,0.32673,0.31773,1.11899,0.03781,0.33321,0.33886,0.32793,0.00447,0.981,31.1,OK,ADMS_DF_i15p0_d30p93_t0p2_s2_m1p6,0.03117,0.03183,0.2731,0.0809,0.8377,0.039514999999999995,0.01322,0.01083,0.1517,0.65831,22.8266,6.739453,1.000021,-0.090963,2.159221,9.699577,-0.596937,1.056351,14.471931,0.302227,ADMS,df,quadratic,ADMS|df|7
ADMS,ADMS_raw_i15p0_d36p0_t0p19_s2_m1p6.stl,15.0,36.0,0.19,2,1.6,15.021,6665940,1,1,-1360,0.15168,32.1545,4.8772,0.92,-14.64657,25.48018,-0.46761,10.44546,268.8129,42.5765,0.1889,0.0021,4000,0.06297,0.994,0.34645,0.3317,0.32184,1.07646,0.02461,0.33723,0.32839,0.33437,0.00368,0.989,32.1,OK,ADMS_raw_i15p0_d36p0_t0p19_s2_m1p6,0.03316,0.03368,0.2799,0.0333,1.0513,0.041815,0.0163,0.01291,0.1549168893506589,0.61511,24.42,6.592827,1.000001,-0.095877,2.141694,8.729711,-0.615738,1.07118,11.30082,0.307117,ADMS,raw,quadratic,ADMS|raw|7
ADMS,ADMS_DF_i15p0_d10p73_t0p6_s2_m1p6.stl,15.0,10.73,0.6,2,1.6,15.012,2220640,1,1,-42,0.15677,10.6098,1.6633,0.874,-1.43136,0.92198,-0.14379,1.72829,122.4525,27.2871,0.6006,0.0285,4000,0.20022,1.001,0.38244,0.31552,0.30204,1.26619,0.0804,0.33216,0.31529,0.35255,0.01523,0.949,19.4,OK,ADMS_DF_i15p0_d10p73_t0p6_s2_m1p6,0.02573,0.02692,0.2424,0.2549,0.8328,0.0264,0.006025,0.007365,0.1572,1.80365,8.3231,6.378771,1.000001,-0.086449,1.039074,16.405415,-0.517379,0.333258,44.261624,0.333026,ADMS,df,quadratic,ADMS|df|7
ADMS,ADMS_raw_i15p0_d22p85_t0p33_s2_m1p6.stl,15.0,22.85,0.33,2,1.6,15.014,4132896,1,1,-282,0.16086,18.6438,2.999,0.898,-4.71003,6.86348,-0.26704,4.91625,171.7713,33.4933,0.3308,0.0021,4000,0.11025,1.002,0.35312,0.32924,0.31763,1.11173,0.03549,0.32873,0.3348,0.33648,0.00333,0.975,21.2,OK,ADMS_raw_i15p0_d22p85_t0p33_s2_m1p6,0.03671,0.03727,0.2804,0.1164,1.5364,0.04471,0.01975,0.01633,0.1614550434948159,1.00032,15.0092,6.216586,0.999986,-0.089042,1.639274,11.168001,-0.523671,0.763096,19.097899,0.330644,ADMS,raw,quadratic,ADMS|raw|8
ADMS,ADMS_flow_i15p0_d12p75_t0p6_s2_m1p6.stl,15.0,12.75,0.6,2,1.6,15.012,2196420,1,1,-48,0.16097,10.4285,1.6787,0.901,-1.53543,1.67423,-0.18218,2.45428,117.3667,26.7358,0.6008,0.0192,4000,0.20026,1.001,0.41602,0.32774,0.25624,1.62357,0.15978,0.33332,0.32349,0.34319,0.00804,0.96,18.1,OK,ADMS_flow_i15p0_d12p75_t0p6_s2_m1p6,0.01751,0.01834,0.2413,0.2594,0.5832,0.02257,0.00484,0.00626,0.1613495340002566,1.78712,8.4001,6.212338,1.000015,-0.108526,1.462033,15.926722,-0.544874,0.59413,41.649646,0.336172,ADMS,flow,quadratic,ADMS|flow|8
ADMS,ADMS_flow_i15p0_d18p81_t0p4_s2_m1p6.stl,15.0,18.81,0.4,2,1.6,15.014,3282904,1,1,-178,0.16129,15.3399,2.4741,0.913,-4.09253,5.43385,-0.27569,4.54185,170.1191,32.7974,0.401,0.0101,4000,0.13367,1.003,0.37205,0.3192,0.30875,1.20502,0.0633,0.31581,0.32279,0.36141,0.02006,0.974,18.4,OK,ADMS_flow_i15p0_d18p81_t0p4_s2_m1p6,0.02159,0.02225,0.2612,0.2463,0.5633,0.03596,0.00624,0.007435000000000001,0.1617194109218221,1.21253,12.3824,6.200012,0.999971,-0.111427,1.835705,13.255907,-0.668547,0.887662,27.790294,0.330723,ADMS,flow,quadratic,ADMS|flow|8
ADMS,ADMS_DF_5cube_d18p81_r018.stl,,18.81,,,,15.015,3498252,1,1,-200,0.16813,15.7246,2.6437,0.849,-4.37989,4.87986,-0.2872,4.11306,197.7271,35.226,0.4011,0.0084,4000,0.1337,,0.36259,0.33084,0.30657,1.18273,0.05602,0.33065,0.3293,0.34005,0.00478,0.949,26.0,OK,ADMS_DF_5cube_d18p81_r018,0.03218,0.03361,0.2449,0.111,0.8111,0.04287,0.011014999999999999,0.01122,0.18,1.13474,13.2321,5.947779,0.999971,-0.108632,1.555751,13.324119,-0.626633,0.698164,28.288932,0.353473,ADMS,df,quadratic,ADMS|df|9
ADMS,ADMS_raw_i15p0_d42p0_t0p18_s2_m1p6.stl,15.0,42.0,0.18,2,1.6,15.014,7872984,1,1,-2216,0.17005,33.7772,5.7439,0.908,-19.84763,32.4053,-0.60682,11.64922,285.4707,45.243,0.1795,0.0024,4000,0.05984,0.997,0.34936,0.32783,0.32281,1.08224,0.02655,0.32787,0.33703,0.3351,0.00394,0.989,37.2,OK,ADMS_raw_i15p0_d42p0_t0p18_s2_m1p6,0.04115,0.04213,0.27,0.0389,1.1084,0.05122,0.019855,0.017165,0.173118672011776,0.5223,28.7459,5.880623,1.000015,-0.105648,2.028134,7.876823,-0.6016,0.982235,8.652886,0.34371,ADMS,raw,quadratic,ADMS|raw|8
ADMS,ADMS_flow_i15p0_d30p93_t0p24_s2_m1p6.stl,15.0,30.93,0.24,2,1.6,15.019,5792276,1,1,-872,0.17033,25.2959,4.3087,0.913,-10.95525,17.64956,-0.4449,8.92221,246.6335,39.7874,0.2411,0.0041,4000,0.08035,1.004,0.35467,0.32923,0.3161,1.12199,0.03856,0.33539,0.33624,0.32838,0.00352,0.984,28.1,OK,ADMS_flow_i15p0_d30p93_t0p24_s2_m1p6,0.03348,0.03422,0.2717,0.0838,0.7866,0.044825,0.014530000000000001,0.011859999999999999,0.1717327793848921,0.69627,21.5707,5.870956,1.000011,-0.103257,2.070767,9.234306,-0.590119,0.950717,13.285243,0.3462,ADMS,flow,quadratic,ADMS|flow|8
