dataset,file,topology,inner,density_param,t_input,seed,size_multi,bbox_mm,n_tris,watertight,winding_ok,euler,VF,SAV_x_cell,rel_surface,interior_vert_frac,curv_gauss_mean_xL2,curv_gauss_iqr_xL2,curv_mean_mean_xL,curv_mean_iqr_xL,curv_gauss_p99_xL2,curv_mean_p99_xL,thickness_med_mm,thickness_std_mm,thickness_hits,thickness_over_cell,thickness_ratio,fabric_l1,fabric_l2,fabric_l3,fabric_DA,fabric_aniso,normal_x,normal_y,normal_z,normal_spread,fabric_kept_frac,extract_s,status,Run,adms_type,E_over_Es,G_over_Gs,nu_iso,TAI,Zener_Z,C11_n,C12_n,C44_n,onset_n,shear_onset_n,Rho_rel,GaussCurv_nTop,MeanCurv_nTop,Status,Version,VF_vs_rho,thickness_ratio_chk,curv_gauss_vs_ntop,curv_mean_vs_ntop
ADMS,ADMS_raw_i15p0_d42p0_t0p24_s2_m1p6.stl,,15.0,42.0,0.24,2,1.6,15.015,7811172,1,1,-2214,0.22856,24.958,5.7044,0.902,-20.16005,32.18137,-0.82684,11.39966,294.0053,44.8884,0.2421,0.0029,4000,0.08069,1.009,0.3496,0.32776,0.32264,1.08354,0.02695,0.32779,0.33708,0.33513,0.004,0.984,37.5,OK,ADMS_raw_i15p0_d42p0_t0p24_s2_m1p6,raw,0.06605,0.06787,0.2652,0.042,1.1213,0.081515,0.030965,0.027665000000000002,0.049988,0.035283999999999996,0.2298047523703052,-20.643497,-0.78411865,OK,1,0.9946,1.0088,0.9766,1.0545
ADMS,ADMS_raw_i15p0_d30p93_t0p34_s2_m1p6.stl,,15.0,30.93,0.34,2,1.6,15.015,5788352,1,1,-890,0.23803,17.8302,4.2441,0.893,-10.86538,16.26707,-0.63185,7.65559,227.314,39.4907,0.3411,0.0029,4000,0.11371,1.003,0.35186,0.326,0.32214,1.09227,0.02972,0.33268,0.33204,0.33528,0.0014,0.975,29.4,OK,ADMS_raw_i15p0_d30p93_t0p34_s2_m1p6,raw,0.07079,0.07252,0.2689,0.061,1.195,0.08352,0.0351,0.03,0.053003999999999996,0.03822,0.2390213712533705,-11.356643,-0.6865724,OK,1,0.9959,1.0032,0.9567,0.9203
ADMS,ADMS_raw_i15p0_d26p89_t0p4_s2_m1p6.stl,,15.0,26.89,0.4,2,1.6,15.014,4986264,1,1,-550,0.24019,15.235,3.6593,0.905,-8.23762,12.6697,-0.55377,6.74357,202.9007,36.5224,0.4014,0.0029,4000,0.13379,1.003,0.34583,0.33088,0.32329,1.06971,0.02254,0.32491,0.33944,0.33565,0.00615,0.971,22.1,OK,ADMS_raw_i15p0_d26p89_t0p4_s2_m1p6,raw,0.06257,0.0644,0.2631,0.0488,1.1719,0.07545,0.029345,0.026295000000000002,0.048735999999999995,0.032804,0.24098865,-8.779801,-0.64510095,OK,1,0.9967,1.0035,0.9382,0.8584
ADMS,ADMS_DF_i15p0_d20p83_t0p5_s2_m1p6.stl,,15.0,20.83,0.5,2,1.6,15.014,4062912,1,1,-288,0.24087,12.6329,3.0429,0.848,-5.31329,6.16294,-0.44589,4.40332,187.4821,34.6104,0.5009,0.0186,4000,0.16698,1.002,0.34819,0.33308,0.31873,1.09243,0.02946,0.33302,0.32766,0.33931,0.00476,0.942,26.7,OK,ADMS_DF_i15p0_d20p83_t0p5_s2_m1p6,df,0.06719,0.06924,0.2616,0.0504,1.0549,0.07762,0.03087,0.028650000000000002,0.048432,0.0353,0.2416361723354057,-5.8607218,-0.51770158,OK,1,0.9968,1.0018,0.9066,0.8613
ADMS,ADMS_raw_i15p0_d22p85_t0p5_s2_m1p6.stl,,15.0,22.85,0.5,2,1.6,15.013,4114960,1,1,-282,0.24239,12.4186,3.0101,0.882,-4.80029,6.65765,-0.40992,4.62008,153.6309,31.694,0.501,0.0148,4000,0.16699,1.002,0.35349,0.3292,0.31731,1.11401,0.03618,0.32862,0.33485,0.33653,0.0034,0.96,25.1,OK,ADMS_raw_i15p0_d22p85_t0p5_s2_m1p6,raw,0.07194,0.07333,0.2754,0.1059,1.467,0.087075,0.03754,0.03179,0.056924,0.038835999999999996,0.2430442148673639,-5.0718912,-0.4594863,OK,1,0.9973,1.002,0.9464,0.8921
ADMS,ADMS_DF_i15p0_d24p87_t0p4_s2_m1p6.stl,,15.0,24.87,0.4,2,1.6,15.014,5066664,1,1,-556,0.24348,15.4202,3.7546,0.863,-8.162,11.38025,-0.54932,6.29488,222.522,38.0327,0.4012,0.0065,4000,0.13374,1.003,0.34637,0.33055,0.32307,1.07212,0.0233,0.33039,0.33757,0.33203,0.00307,0.959,29.0,OK,ADMS_DF_i15p0_d24p87_t0p4_s2_m1p6,df,0.06775,0.0704,0.251,0.0625,1.0766,0.08257500000000001,0.030670000000000003,0.030699999999999998,0.048508,,0.2443,-8.7522566,-0.60767348,OK (legacy),1,0.9966,1.003,0.9326,0.904
ADMS,ADMS_raw_i12p0_d36p0_t0p31_s2_m1p6.stl,,12.0,36.0,0.31,2,1.6,12.014,3357788,1,1,-656,0.24509,19.5411,4.7893,0.905,-14.52279,22.67009,-0.76424,9.35544,233.539,41.0743,0.3118,0.0028,4000,0.10393,1.006,0.3464,0.33433,0.31927,1.08499,0.02713,0.3283,0.34099,0.33071,0.0055,0.973,18.6,OK,ADMS_raw_i12p0_d36p0_t0p31_s2_m1p6,raw,0.06832,0.07017,0.2658,0.07,1.2382,0.078015,0.03344,0.029900000000000003,0.05316,0.036296,0.2458931284336482,-15.187733,-0.75275315,OK,1,0.9967,1.0058,0.9562,1.0153
ADMS,ADMS_raw_i15p0_d36p0_t0p31_s2_m1p6.stl,,15.0,36.0,0.31,2,1.6,15.015,6568236,1,1,-1358,0.24955,19.3524,4.8293,0.908,-15.03052,23.27075,-0.7946,9.42594,242.2275,41.5308,0.3119,0.0027,4000,0.10396,1.006,0.34678,0.33166,0.32156,1.07845,0.02523,0.33735,0.32825,0.3344,0.00379,0.978,33.9,OK,ADMS_raw_i15p0_d36p0_t0p31_s2_m1p6,raw,0.07362,0.07558,0.2663,0.033,1.0742,0.089085,0.0331,0.02939,0.056076,0.03878,0.2501885669719802,-15.634623,-0.7775801,OK,1,0.9974,1.0061,0.9614,1.0219
ADMS,ADMS_flow_i15p0_d26p89_t0p4_s2_m1p6.stl,,15.0,26.89,0.4,2,1.6,15.019,5069140,1,1,-584,0.25004,15.2129,3.8038,0.898,-8.20472,11.80279,-0.57403,6.73841,206.0685,36.5747,0.4013,0.0103,4000,0.13376,1.003,0.3666,0.34157,0.29183,1.25623,0.07478,0.35069,0.34788,0.30143,0.02259,0.97,27.8,OK,ADMS_flow_i15p0_d26p89_t0p4_s2_m1p6,flow,0.06405,0.06596,0.2623,0.0733,0.806,0.08614000000000001,0.02699,0.02436,0.043452,0.03438,0.25125131,-8.8729575,-0.61931631,OK,2,0.9952,1.0032,0.9247,0.9269
ADMS,ADMS_raw_i15p0_d22p85_t0p53_s2_m1p6.stl,,15.0,22.85,0.53,2,1.6,15.013,4109516,1,1,-282,0.25659,11.7291,3.0095,0.879,-4.82067,6.73317,-0.43608,4.63891,153.2419,31.5281,0.531,0.0145,4000,0.17701,1.002,0.35357,0.32919,0.31724,1.11451,0.03633,0.32859,0.33488,0.33653,0.00342,0.958,26.4,OK,ADMS_raw_i15p0_d22p85_t0p53_s2_m1p6,raw,0.07902,0.0806,0.2745,0.1037,1.4522,0.09567,0.04096,0.0349,0.061324,0.042012,0.2572752960515737,-5.0862744,-0.48211004,OK,1,0.9973,1.0019,0.9478,0.9045
ADMS,ADMS_DF_i15p0_d14p77_t0p7_s2_m1p6.stl,,15.0,14.77,0.7,2,1.6,15.012,3146176,1,1,-130,0.2567,9.3294,2.3949,0.798,-3.00344,2.67802,-0.36264,2.87808,142.2608,30.084,0.7008,0.0632,4000,0.23359,1.001,0.36521,0.33637,0.29843,1.22377,0.06678,0.33982,0.33294,0.32724,0.00514,0.902,28.5,OK,ADMS_DF_i15p0_d14p77_t0p7_s2_m1p6,df,0.06922,0.07175,0.2542,0.0644,0.9962,0.086485,0.02996,0.028624999999999998,0.045468,,0.2572,-3.3298047,-0.38737815,OK (legacy),1,0.9981,1.0011,0.902,0.9361
ADMS,ADMS_DF_5cube_d26p89_r026.stl,,,26.89,,,,15.014,5299120,1,1,-684,0.25797,15.3352,3.956,0.868,-9.48559,13.52025,-0.64744,6.92642,235.2745,39.3858,0.4014,0.0078,4000,0.1338,,0.35791,0.32798,0.31411,1.13944,0.0438,0.32586,0.35057,0.32357,0.01222,0.958,37.6,OK,ADMS_DF_5cube_d26p89_r026,df,0.07238,0.07527,0.2502,0.0509,0.9721,0.09063,0.02924,0.028975,,,0.26,-9.9121972,-0.73192551,OK (legacy),1,0.9922,,0.957,0.8846
ADMS,ADMS_flow_i15p0_d14p77_t0p8_s2_m1p6.stl,,15.0,14.77,0.8,2,1.6,15.013,2629672,1,1,-84,0.25922,7.8252,2.0284,0.886,-2.46858,2.97295,-0.35598,3.27205,120.3605,27.7609,0.801,0.0393,4000,0.26701,1.001,0.374,0.33487,0.29112,1.2847,0.08288,0.36664,0.29471,0.33865,0.02961,0.945,31.2,OK,ADMS_flow_i15p0_d14p77_t0p8_s2_m1p6,flow,0.05114,0.05347,0.2431,0.2507,0.5708,0.061855,0.01365,0.015674999999999998,0.03488,0.030688,0.2597414509408422,-2.8106044,-0.37024287,OK,1,0.998,1.0012,0.8783,0.9615
ADMS,ADMS_flow_i15p0_d26p89_t0p42_s2_m1p6.stl,,15.0,26.89,0.42,2,1.6,15.019,5058096,1,1,-582,0.26223,14.482,3.7977,0.896,-8.2106,11.75642,-0.60376,6.71555,204.3928,36.5872,0.4214,0.0112,4000,0.14047,1.003,0.36672,0.34161,0.29168,1.25728,0.07504,0.35076,0.3479,0.30134,0.02265,0.968,28.6,OK,ADMS_flow_i15p0_d26p89_t0p42_s2_m1p6,flow,0.0666,0.06874,0.2595,0.08,0.828,0.08410000000000001,0.025975,0.023094999999999997,0.044028,0.034656,0.2632870569163905,-8.6718059,-0.61565464,OK,1,0.996,1.0033,0.9468,0.9807
ADMS,ADMS_raw_i15p0_d42p0_t0p28_s2_m1p6.stl,,15.0,42.0,0.28,2,1.6,15.015,7741816,1,1,-2214,0.26658,21.2462,5.6639,0.897,-20.41917,31.17113,-0.98369,10.96693,274.917,44.8635,0.2826,0.0028,4000,0.0942,1.009,0.34978,0.32769,0.32253,1.0845,0.02725,0.32771,0.33713,0.33515,0.00406,0.98,37.5,OK,ADMS_raw_i15p0_d42p0_t0p28_s2_m1p6,raw,0.0845,0.08706,0.2618,0.0409,1.1188,0.103505,0.03875,0.03546,0.062416,0.044031999999999995,0.2668207682016248,-20.770939,-0.94253361,OK,1,0.9991,1.0093,0.9831,1.0437
ADMS,ADMS_raw_i15p0_d30p93_t0p39_s2_m1p6.stl,,15.0,30.93,0.39,2,1.6,15.014,5749428,1,1,-890,0.27211,15.5274,4.2252,0.887,-10.99561,16.49085,-0.73279,7.65151,223.5713,38.7421,0.3913,0.0053,4000,0.13044,1.003,0.35207,0.32593,0.322,1.0934,0.03007,0.3327,0.33202,0.33529,0.00141,0.97,31.1,OK,ADMS_raw_i15p0_d30p93_t0p39_s2_m1p6,raw,0.08781,0.09014,0.2663,0.0579,1.1837,0.10321,0.042640000000000004,0.037215,0.06366,0.046335999999999995,0.2729487444175264,-11.344503,-0.77995955,OK,1,0.9969,1.0033,0.9692,0.9395
ADMS,ADMS_DF_i15p0_d26p89_t0p42_s2_m1p6.stl,,15.0,26.89,0.42,2,1.6,15.014,5335024,1,1,-730,0.27522,14.5774,4.012,0.863,-9.97428,14.51294,-0.70927,7.16733,231.8815,39.2959,0.4216,0.0099,4000,0.14054,1.004,0.35696,0.32741,0.31564,1.13091,0.04132,0.33629,0.32927,0.33445,0.00297,0.956,30.3,OK,ADMS_DF_i15p0_d26p89_t0p42_s2_m1p6,df,0.08561,0.08879,0.2535,0.0449,0.929,0.103855,0.033780000000000004,0.033035,0.0581,0.041624,0.2760222522424626,-10.513832,-0.77867782,OK,1,0.9971,1.0038,0.9487,0.9109
ADMS,ADMS_DF_5cube_d28p91_r028.stl,,,28.91,,,,15.018,5752456,1,1,-884,0.28102,15.3018,4.3001,0.866,-11.57252,17.35232,-0.78737,7.83592,251.613,41.0417,0.4015,0.0068,4000,0.13383,,0.35007,0.32958,0.32035,1.09276,0.02971,0.33679,0.33629,0.32691,0.00455,0.957,41.1,OK,ADMS_DF_5cube_d28p91_r028,df,0.09119,0.09397,0.2616,0.0423,0.9557,0.109125,0.038805,0.035230000000000004,,,0.28,-12.079301,-0.84612852,OK (legacy),1,1.0036,,0.958,0.9306
ADMS,ADMS_raw_i15p0_d26p89_t0p47_s2_m1p6.stl,,15.0,26.89,0.47,2,1.6,15.013,4948264,1,1,-550,0.2811,12.9599,3.643,0.898,-8.35443,12.79757,-0.66107,6.73635,190.7085,35.8637,0.4713,0.0058,4000,0.1571,1.003,0.34575,0.33117,0.32308,1.07015,0.02267,0.32488,0.33881,0.33632,0.00606,0.965,30.0,OK,ADMS_raw_i15p0_d26p89_t0p47_s2_m1p6,raw,0.08196,0.0846,0.2595,0.0489,1.1705,0.098245,0.037425,0.034620000000000005,0.061064,0.041595999999999994,0.2818663522492036,-8.8146142,-0.7280912,OK,1,0.9973,1.0028,0.9478,0.9079
ADMS,ADMS_flow_i15p0_d30p93_t0p4_s2_m1p6.stl,,15.0,30.93,0.4,2,1.6,15.014,5689976,1,1,-836,0.28202,15.1133,4.2623,0.897,-10.8802,15.6295,-0.75956,7.81949,233.799,38.9724,0.4015,0.0067,4000,0.13383,1.004,0.3554,0.32916,0.31544,1.12671,0.03997,0.33536,0.33638,0.32826,0.00361,0.97,30.8,OK,ADMS_flow_i15p0_d30p93_t0p4_s2_m1p6,flow,0.07625,0.07884,0.2572,0.0631,0.855,0.09625500000000001,0.030775,0.02843,0.051452,0.039056,0.2830333758582391,-11.521922,-0.75751874,OK,1,0.9964,1.0037,0.9443,1.0027
ADMS,ADMS_DF_i15p0_d20p83_t0p6_s2_m1p6.stl,,15.0,20.83,0.6,2,1.6,15.015,4042822,1,1,-296,0.28745,10.5921,3.0447,0.839,-5.41068,6.53578,-0.54438,4.53836,174.2443,33.5784,0.6011,0.0398,4000,0.20037,1.002,0.34853,0.33323,0.31824,1.09516,0.03028,0.33277,0.32728,0.33996,0.00519,0.932,30.7,OK,ADMS_DF_i15p0_d20p83_t0p6_s2_m1p6,df,0.09041,0.0934,0.2584,0.0442,1.0577,0.10479,0.040685,0.038759999999999996,0.06262,0.045939999999999995,0.2884967094390209,-5.9368858,-0.60657246,OK,2,0.9964,1.0018,0.9114,0.8975
ADMS,ADMS_DF_i15p0_d14p77_t0p8_s2_m1p6.stl,,15.0,14.77,0.8,2,1.6,15.011,3138044,1,1,-132,0.29175,8.2387,2.4036,0.787,-3.05811,2.85398,-0.41493,2.96419,137.7948,29.7493,0.8008,0.0833,4000,0.26694,1.001,0.36585,0.33605,0.29811,1.22724,0.06774,0.33948,0.33358,0.32694,0.00512,0.888,34.4,OK,ADMS_DF_i15p0_d14p77_t0p8_s2_m1p6,df,0.08713,0.09028,0.2546,0.0593,0.9875,0.10833,0.03737,0.035665,0.055712000000000005,0.04458,0.2922459870059237,-3.2486116,-0.43624345,OK,2,0.9983,1.001,0.9414,0.9511
ADMS,ADMS_raw_i15p0_d22p85_t0p61_s2_m1p6.stl,,15.0,22.85,0.61,2,1.6,15.012,4087228,1,1,-282,0.29413,10.2153,3.0047,0.87,-4.88081,6.96326,-0.50819,4.73043,145.3783,30.8793,0.611,0.0263,4000,0.20368,1.002,0.35381,0.32915,0.31703,1.11602,0.03678,0.3285,0.33492,0.33657,0.00348,0.95,28.5,OK,ADMS_raw_i15p0_d22p85_t0p61_s2_m1p6,raw,0.09871,0.10094,0.2713,0.0974,1.4067,0.119715,0.0499,0.04332,0.072892,0.050668,0.2949179883358383,-5.118383,-0.56240314,OK,1,0.9973,1.0016,0.9536,0.9036
ADMS,ADMS_DF_i15p0_d30p93_t0p4_s2_m1p6.stl,,15.0,30.93,0.4,2,1.6,15.018,6015148,1,1,-1046,0.29756,15.1742,4.5152,0.872,-12.95443,19.9621,-0.88016,8.52785,252.8629,41.4942,0.4017,0.0059,4000,0.1339,1.004,0.35644,0.32659,0.31697,1.12453,0.03947,0.33306,0.33933,0.32761,0.00479,0.958,32.2,OK,ADMS_DF_i15p0_d30p93_t0p4_s2_m1p6,df,0.09816,0.10119,0.261,0.0453,0.9234,0.12089499999999999,0.040565,0.036555,0.06578,,0.2988,-13.434996,-0.94134646,OK (legacy),2,0.9959,1.0042,0.9642,0.935
ADMS,ADMS_raw_i15p0_d30p93_t0p43_s2_m1p6.stl,,15.0,30.93,0.43,2,1.6,15.014,5711152,1,1,-890,0.29915,14.0571,4.2052,0.883,-11.11719,16.55135,-0.81741,7.66011,219.2902,38.5559,0.4316,0.0076,4000,0.14385,1.004,0.35225,0.32587,0.32187,1.09438,0.03038,0.3327,0.33202,0.33528,0.00141,0.966,33.1,OK,ADMS_raw_i15p0_d30p93_t0p43_s2_m1p6,raw,0.1024,0.10527,0.2646,0.0557,1.1736,0.12016,0.049045,0.04337,0.072372,0.05294,0.2999512244136155,-11.323826,-0.85652108,OK,1,0.9973,1.0037,0.9818,0.9543
ADMS,ADMS_DF_i15p0_d24p87_t0p5_s2_m1p6.stl,,15.0,24.87,0.5,2,1.6,15.013,5015728,0,1,-559,0.30234,12.3635,3.738,0.853,-8.33641,11.74399,-0.70112,6.26522,205.3931,36.8566,0.5013,0.0179,4000,0.16709,1.003,0.34668,0.33041,0.32291,1.07363,0.02378,0.33045,0.33773,0.33182,0.00316,0.947,30.6,OK,ADMS_DF_i15p0_d24p87_t0p5_s2_m1p6,df,0.09778,0.10157,0.2515,0.0467,1.0726,0.11749499999999999,0.043405,0.043144999999999996,0.065856,,0.3034,-8.8009483,-0.78448068,OK (legacy),1,0.9965,1.0026,0.9472,0.8937
ADMS,ADMS_flow_i15p0_d26p89_t0p49_s2_m1p6.stl,,15.0,26.89,0.49,2,1.6,15.021,5009436,1,1,-578,0.30432,12.396,3.7724,0.89,-8.3143,11.81505,-0.71065,6.62684,205.8015,36.6704,0.4913,0.0152,4000,0.16377,1.003,0.36717,0.3417,0.29113,1.26118,0.07604,0.35104,0.34797,0.30099,0.0229,0.962,30.9,OK,ADMS_flow_i15p0_d26p89_t0p49_s2_m1p6,flow,0.08617,0.08919,0.2559,0.0744,0.8543,0.10622999999999999,0.033,0.030335,0.055296,0.043116,0.3054297130760157,-8.7852036,-0.72479814,OK,1,0.9964,1.0027,0.9464,0.9805
ADMS,ADMS_flow_i15p0_d36p0_t0p4_s2_m1p6.stl,,15.0,36.0,0.4,2,1.6,15.017,6533338,1,1,-1324,0.33057,14.8463,4.9078,0.898,-14.90856,21.78476,-1.06348,9.26051,313.7705,44.53,0.4017,0.0145,4000,0.13389,1.004,0.36159,0.32496,0.31346,1.15355,0.04813,0.326,0.3391,0.3349,0.00546,0.97,34.7,OK,ADMS_flow_i15p0_d36p0_t0p4_s2_m1p6,flow,0.10397,0.10731,0.2596,0.0613,0.836,0.13234,0.041185,0.03835,0.068652,0.051996,0.331523826948171,-16.034987,-1.0342375,OK,1,0.9971,1.0042,0.9298,1.0283
ADMS,ADMS_DF_5cube_d20p83_t0p70_s2.stl,,,20.83,0.70,2,,15.018,4011764,1,1,-296,0.33311,9.1173,3.037,0.831,-5.53108,6.96673,-0.64501,4.67862,167.2254,33.1139,0.7012,0.0582,4000,0.23372,1.002,0.34887,0.33324,0.31789,1.09747,0.03098,0.33278,0.32708,0.34013,0.00534,0.921,34.4,OK,ADMS_DF_5cube_d20p83_t0p70_s2,df,0.11576,0.11984,0.2557,0.0387,1.0538,0.13463,0.0509,0.04956000000000001,,,0.3342,-6.0351892,-0.72547409,OK (legacy),1,0.9967,1.0017,0.9165,0.8891
ADMS,ADMS_raw_i15p0_d30p93_t0p5_s2_m1p6.stl,,15.0,30.93,0.5,2,1.6,15.013,5632018,1,1,-890,0.34559,12.041,4.1612,0.874,-11.36204,16.92847,-0.97242,7.66298,218.6119,38.6137,0.5015,0.0156,4000,0.16716,1.003,0.35262,0.32578,0.3216,1.09645,0.03102,0.33275,0.332,0.33525,0.00139,0.959,34.8,OK,ADMS_raw_i15p0_d30p93_t0p5_s2_m1p6,raw,0.13004,0.13391,0.2624,0.0508,1.1565,0.152585,0.060965,0.054845,0.086896,0.064384,0.3464877353303835,-11.40433,-1.0186887,OK,1,0.9974,1.003,0.9963,0.9546
ADMS,ADMS_DF_i15p0_d36p0_t0p4_s2_m1p6.stl,,15.0,36.0,0.4,2,1.6,15.021,7089344,1,1,-1874,0.35497,14.9729,5.3149,0.851,-18.29073,28.1026,-1.25429,10.17493,294.9602,44.9127,0.4019,0.0085,4000,0.13395,1.005,0.34799,0.32669,0.32533,1.06965,0.02266,0.33558,0.33248,0.33194,0.0016,0.947,39.8,OK,ADMS_DF_i15p0_d36p0_t0p4_s2_m1p6,df,0.14141,0.14601,0.259,0.0267,1.0037,0.16734000000000002,0.06193,0.05712,,0.06620000000000001,0.35664518,-18.780367,-1.2931593,OK (no compression CSV),1,0.9953,1.0047,0.9739,0.9699
ADMS,ADMS_DF_i15p0_d24p87_t0p6_s2_m1p6.stl,,15.0,24.87,0.6,2,1.6,15.012,4941812,1,1,-560,0.35976,10.296,3.704,0.841,-8.54952,12.43161,-0.86424,6.45055,197.4299,36.2589,0.6015,0.0361,4000,0.2005,1.002,0.34706,0.33031,0.32264,1.0757,0.02442,0.3304,0.33794,0.33166,0.00329,0.935,34.6,OK,ADMS_DF_i15p0_d24p87_t0p6_s2_m1p6,df,0.13255,0.13765,0.2519,0.0368,1.0615,0.15888,0.05784500000000001,0.05728,0.085392,,0.3607,-8.9394941,-0.94648604,OK (legacy),1,0.9974,1.0025,0.9564,0.9131
ADMS,ADMS_DF_i15p0_d19p39_t0p87_s2_m1p6.stl,,15.0,19.39,0.87,2,1.6,15.013,3488402,1,1,-240,0.36612,7.3451,2.6892,0.808,-5.44768,6.82326,-0.77262,4.65788,171.8762,33.7067,0.8723,0.1029,4000,0.29077,1.003,0.38126,0.31922,0.29952,1.27291,0.08174,0.32067,0.34712,0.3322,0.01083,0.898,37.9,OK,ADMS_DF_i15p0_d19p39_t0p87_s2_m1p6,df,0.11784,0.12458,0.2296,0.0774,0.9564,0.145435,0.038395,0.04646,,0.056091999999999996,0.36716705,-5.7426488,-0.83431238,OK (no compression CSV),1,0.9971,1.0026,0.9486,0.9261
ADMS,ADMS_DF_i15p0_d30p93_t0p5_s2_m1p6.stl,,15.0,30.93,0.5,2,1.6,15.015,5887464,1,1,-1048,0.36859,12.0715,4.4494,0.859,-13.39905,20.68165,-1.13868,8.5952,252.709,41.5719,0.5019,0.0135,4000,0.16732,1.004,0.35716,0.32638,0.31646,1.12859,0.04069,0.33298,0.3395,0.32752,0.0049,0.947,36.6,OK,ADMS_DF_i15p0_d30p93_t0p5_s2_m1p6,df,0.14035,0.14506,0.2578,0.0378,0.9422,0.17126000000000002,0.057460000000000004,0.05311,0.088276,,0.3695,-13.767169,-1.2336269,OK (legacy),1,0.9975,1.0038,0.9733,0.923
ADMS,ADMS_flow_i15p0_d20p14_t0p85_s2_m1p6.stl,,15.0,20.14,0.85,2,1.6,15.011,3527436,1,1,-198,0.37254,7.2428,2.6983,0.868,-4.36784,6.33387,-0.68856,4.78911,152.7752,30.9508,0.8542,0.0469,4000,0.28474,1.005,0.36682,0.34202,0.29117,1.25981,0.07565,0.29936,0.35735,0.34329,0.0247,0.935,32.9,OK,ADMS_flow_i15p0_d20p14_t0p85_s2_m1p6,flow,0.11061,0.11626,0.2369,0.1335,0.7897,0.153525,0.035165,0.041085,0.068292,0.05528,0.37322494,-4.9390172,-0.71554037,OK,1,0.9982,1.0049,0.8844,0.9623
ADMS,ADMS_raw_i15p0_d46p2_t0p36_s2_m1p6.stl,,15.0,46.2,0.36,2,1.6,15.014,8273256,1,1,-2984,0.37417,16.2197,6.069,0.881,-26.1034,37.74712,-1.62323,11.86675,341.742,48.3348,0.3619,0.004,4000,0.12063,1.005,0.3476,0.33004,0.32236,1.07829,0.02524,0.33205,0.33404,0.33391,0.00091,0.971,34.9,OK,ADMS_raw_i15p0_d46p2_t0p36_s2_m1p6,raw,0.15174,0.15657,0.2599,0.0377,1.1209,0.18161000000000002,0.06878999999999999,0.064155,0.102508,0.07352,0.37496755,-26.46271,-1.5898106,OK,1,0.9979,1.0053,0.9864,1.021
ADMS,ADMS_DF_i15p0_d20p83_t0p8_s1_m1p6.stl,,15.0,20.83,0.8,1,1.6,15.024,3968056,1,1,-300,0.37763,7.9956,3.0193,0.821,-5.68151,7.43844,-0.75045,4.83313,164.8915,33.0082,0.8013,0.0791,4000,0.2671,1.002,0.34926,0.33325,0.31749,1.10006,0.03177,0.33274,0.32692,0.34034,0.00549,0.91,40.4,OK,ADMS_DF_i15p0_d20p83_t0p8_s1_m1p6,df,0.1432,0.14849,0.2537,0.0347,1.0479,0.167115,0.06182000000000001,0.06115,,,0.379,-6.118515,-0.81686984,OK (legacy),1,0.9964,1.0016,0.9286,0.9187
ADMS,ADMS_raw_i15p0_d30p93_t0p55_s2_m1p6.stl,,15.0,30.93,0.55,2,1.6,15.012,5565916,1,1,-890,0.37816,10.8991,4.1216,0.867,-11.57126,17.22144,-1.09053,7.7513,227.9485,39.2595,0.5517,0.021,4000,0.18389,1.003,0.35292,0.32569,0.32139,1.09811,0.03153,0.33278,0.332,0.33522,0.00137,0.954,36.2,OK,ADMS_raw_i15p0_d30p93_t0p55_s2_m1p6,raw,0.15138,0.15607,0.2609,0.0476,1.1427,0.177165,0.069885,0.06364,0.097916,0.072768,0.3789829110572379,-11.492535,-1.1595729,OK,1,0.9978,1.0031,1.0069,0.9405
ADMS,ADMS_DF_i15p0_d39p6_t0p41_s2_m1p6.stl,,15.0,39.6,0.41,2,1.6,15.025,7407520,1,1,-2222,0.37826,14.7102,5.5642,0.846,-21.40117,32.64988,-1.47234,10.97334,316.501,46.7338,0.4082,0.0089,4000,0.13608,0.996,0.35509,0.32679,0.31812,1.11619,0.03696,0.32688,0.33886,0.33427,0.00493,0.945,32.3,OK,ADMS_DF_i15p0_d39p6_t0p41_s2_m1p6,df,0.15914,0.16403,0.2612,0.0316,0.9758,0.201885,0.06783,0.062095000000000004,,0.07473199999999999,0.37965663,-22.017309,-1.5101374,OK (no compression CSV),1,0.9963,0.9956,0.972,0.975
ADMS,ADMS_raw_i15p0_d36p28_t0p47_s2_m1p6.stl,,15.0,36.28,0.47,2,1.6,15.013,6466968,1,1,-1412,0.37831,12.6273,4.7771,0.873,-15.82064,23.98791,-1.28418,9.35916,265.4167,42.7341,0.4708,0.0142,4000,0.15694,1.002,0.35386,0.32912,0.31702,1.11621,0.03684,0.3305,0.3432,0.3263,0.00718,0.961,31.2,OK,ADMS_raw_i15p0_d36p28_t0p47_s2_m1p6,raw,0.1484,0.15348,0.2569,0.0381,1.101,0.17342500000000002,0.06379,0.06045,0.098964,0.071924,0.37920737,-15.905827,-1.2954625,OK,1,0.9976,1.0017,0.9946,0.9913
