dataset,file,topology,inner,density_param,t_input,seed,size_multi,bbox_mm,n_tris,watertight,winding_ok,euler,VF,SAV_x_cell,rel_surface,interior_vert_frac,curv_gauss_mean_xL2,curv_gauss_iqr_xL2,curv_mean_mean_xL,curv_mean_iqr_xL,curv_gauss_p99_xL2,curv_mean_p99_xL,thickness_med_mm,thickness_std_mm,thickness_hits,thickness_over_cell,thickness_ratio,fabric_l1,fabric_l2,fabric_l3,fabric_DA,fabric_aniso,normal_x,normal_y,normal_z,normal_spread,fabric_kept_frac,extract_s,status,Run,adms_type,E_over_Es,G_over_Gs,nu_iso,TAI,Zener_Z,C11_n,C12_n,C44_n,onset_n,shear_onset_n,Rho_rel,GaussCurv_nTop,MeanCurv_nTop,Status,Version,VF_vs_rho,thickness_ratio_chk,curv_gauss_vs_ntop,curv_mean_vs_ntop
ADMS,ADMS_DF_i15p0_d10p73_t0p2_s2_m1p6.stl,,15.0,10.73,0.2,2,1.6,15.016,2174500,1,1,-42,0.05163,30.9559,1.5982,0.909,-1.40908,3.80705,-0.04606,4.40981,170.4947,31.0737,0.1984,0.0018,4000,0.06614,0.992,0.38115,0.31643,0.30242,1.26033,0.07873,0.33192,0.31627,0.35181,0.01454,0.986,10.1,OK,ADMS_DF_i15p0_d10p73_t0p2_s2_m1p6,df,0.00363,0.00375,0.2591,0.2852,0.648,0.00475,0.00095,0.0008150000000000001,0.0043159999999999995,,0.0527,-1.5941966,-0.030227792,OK (legacy),2,0.9797,0.992,0.8839,1.5238
ADMS,ADMS_flow_i15p0_d12p75_t0p2_s2_m1p6.stl,,15.0,12.75,0.2,2,1.6,15.016,2174596,1,1,-58,0.05309,30.8695,1.6389,0.929,-1.84896,4.96002,-0.06317,5.13725,157.1829,30.0846,0.1984,0.0019,4000,0.06613,0.992,0.41432,0.32758,0.2581,1.60526,0.15622,0.33418,0.32329,0.34253,0.00788,0.989,10.3,OK,ADMS_flow_i15p0_d12p75_t0p2_s2_m1p6,flow,0.00233,0.00242,0.2503,0.3521,0.4795,0.0025900000000000003,0.000585,0.0007049999999999999,0.001932,0.001776,0.05410670511304311,-2.0533315,-0.076086894,OK,1,0.9812,0.992,0.9005,0.8302
ADMS,ADMS_flow_i15p0_d14p77_t0p2_s2_m1p6.stl,,15.0,14.77,0.2,2,1.6,15.013,2641688,1,1,-98,0.06471,30.8397,1.9955,0.93,-2.71514,6.44859,-0.09044,5.85811,174.1533,32.1495,0.1984,0.0021,4000,0.06614,0.992,0.37141,0.33609,0.2925,1.26979,0.07891,0.36373,0.29627,0.34,0.02794,0.989,12.6,OK,ADMS_flow_i15p0_d14p77_t0p2_s2_m1p6,flow,0.00499,0.00507,0.2787,0.3738,0.3624,0.00703,0.0011250000000000001,0.001,0.00404,0.003976,0.06595960210901389,-3.0427237,-0.10799101,OK,1,0.9811,0.992,0.8923,0.8375
ADMS,ADMS_flow_i15p0_d16p79_t0p2_s2_m1p6.stl,,15.0,16.79,0.2,2,1.6,15.014,2907068,1,1,-122,0.07053,30.8573,2.1763,0.925,-2.92,6.83437,-0.09918,5.90569,166.8351,31.5963,0.1985,0.0018,4000,0.06617,0.993,0.37954,0.34421,0.27626,1.37385,0.10328,0.37939,0.34419,0.27642,0.04273,0.989,14.0,OK,ADMS_flow_i15p0_d16p79_t0p2_s2_m1p6,flow,0.00609,0.00609,0.2998,0.2297,0.4749,0.00937,0.0023,0.0014249999999999998,0.004704,0.004248,0.07173321457459421,-3.1141035,-0.12179515,OK,1,0.9832,0.9925,0.9377,0.8143
ADMS,ADMS_DF_i15p0_d14p77_t0p2_s2_m1p6.stl,,15.0,14.77,0.2,2,1.6,15.026,3098352,1,1,-130,0.07322,31.1299,2.2792,0.857,-2.88928,5.9739,-0.09616,5.53213,205.5843,34.8985,0.1986,0.002,4000,0.06618,0.993,0.36357,0.33643,0.3,1.2119,0.06357,0.33823,0.3333,0.32848,0.00398,0.97,15.0,OK,ADMS_DF_i15p0_d14p77_t0p2_s2_m1p6,df,0.00764,0.00806,0.2313,0.1239,1.0247,0.008035,0.0026550000000000002,0.0034100000000000003,0.006072,,0.075,-3.1511373,-0.068361985,OK (legacy),1,0.9763,0.993,0.9169,1.4066
ADMS,ADMS_DF_i15p0_d10p73_t0p3_s2_m1p6.stl,,15.0,10.73,0.3,2,1.6,15.015,2189572,1,1,-42,0.07868,20.5549,1.6173,0.9,-1.41333,1.5993,-0.07193,2.81213,154.3081,30.8354,0.3014,0.0021,4000,0.10047,1.005,0.38138,0.31625,0.30238,1.26127,0.079,0.33194,0.3161,0.35196,0.01467,0.977,11.3,OK,ADMS_DF_i15p0_d10p73_t0p3_s2_m1p6,df,0.00765,0.00793,0.254,0.2706,0.706,0.00909,0.0019,0.00187,0.008368,,0.079,-1.5526899,-0.074249931,OK (legacy),1,0.9959,1.0047,0.9102,0.9688
ADMS,ADMS_DF_i15p0_d20p83_t0p2_s1_m1p6.stl,,15.0,20.83,0.2,1,1.6,15.028,4043860,1,1,-278,0.09565,31.0343,2.9683,0.877,-5.12835,9.30677,-0.16786,6.63574,239.5869,37.8053,0.1987,0.002,4000,0.06622,0.993,0.34749,0.33306,0.31944,1.08781,0.02805,0.33279,0.32835,0.33886,0.00431,0.976,19.8,OK,ADMS_DF_i15p0_d20p83_t0p2_s1_m1p6,df,0.0144,0.01474,0.2703,0.0778,0.9602,0.016565,0.00658,0.005575,,,0.0979,-5.5181421,-0.15059208,OK (legacy),1,0.977,0.9935,0.9294,1.1147
ADMS,ADMS_raw_i15p0_d22p85_t0p2_s2_m1p6.stl,,15.0,22.85,0.2,2,1.6,15.015,4124652,1,1,-282,0.09647,30.8462,2.9757,0.909,-4.66924,9.74106,-0.15756,6.61439,195.6339,34.4556,0.1988,0.0018,4000,0.06625,0.994,0.35295,0.32927,0.31778,1.11066,0.03517,0.32878,0.33476,0.33646,0.0033,0.987,21.7,OK,ADMS_raw_i15p0_d22p85_t0p2_s2_m1p6,raw,0.01614,0.01634,0.2836,0.121,1.542,0.0195,0.0086,0.00701,0.015439999999999999,0.010432,0.09820107118899551,-5.1490746,-0.19059487,OK,1,0.9824,0.994,0.9068,0.8267
ADMS,ADMS_flow_i15p0_d26p89_t0p16_s2_m1p6.stl,,15.0,26.89,0.16,2,1.6,15.023,5131732,1,1,-604,0.10077,37.8459,3.8138,0.919,-8.21376,18.69866,-0.23138,9.22769,296.6466,45.5267,0.1615,0.0034,4000,0.05382,1.009,0.36579,0.3412,0.29301,1.24837,0.07278,0.35014,0.34763,0.30223,0.02202,0.991,24.6,OK,ADMS_flow_i15p0_d26p89_t0p16_s2_m1p6,flow,0.01386,0.01402,0.2856,0.1393,0.643,0.020135,0.00601,0.00414,0.010368,0.00816,0.1015307409518003,-9.0160114,-0.15518158,OK,1,0.9925,1.0094,0.911,1.491
ADMS,ADMS_raw_i15p0_d30p93_t0p14_s2_m1p6.stl,,15.0,30.93,0.14,2,1.6,15.017,5856236,1,1,-890,0.10085,42.2181,4.2575,0.912,-10.56164,23.27927,-0.26179,10.10211,369.0236,50.7164,0.1445,0.0036,4000,0.04818,1.032,0.35135,0.32619,0.32247,1.08955,0.02888,0.33266,0.33209,0.33525,0.00137,0.993,27.8,OK,ADMS_raw_i15p0_d30p93_t0p14_s2_m1p6,raw,0.01797,0.01828,0.2784,0.0657,1.1619,0.02153,0.009399999999999999,0.007355,0.015012000000000001,0.011064000000000001,0.0991600384246924,-11.041978,-0.27022419,OK,1,1.017,1.0321,0.9565,0.9688
ADMS,ADMS_DF_i15p0_d10p73_t0p4_s2_m1p6.stl,,15.0,10.73,0.4,2,1.6,15.013,2201708,1,1,-42,0.10474,15.6061,1.6345,0.891,-1.41731,1.05632,-0.09523,2.00598,145.455,29.3206,0.4008,0.0049,4000,0.13359,1.002,0.38164,0.31607,0.30229,1.26248,0.07935,0.33198,0.31592,0.3521,0.0148,0.968,14.0,OK,ADMS_DF_i15p0_d10p73_t0p4_s2_m1p6,df,0.01257,0.01306,0.2508,0.2599,0.7541,0.014085,0.0030499999999999998,0.003265,0.01298,,0.1051,-1.5525962,-0.11262201,OK (legacy),2,0.9966,1.002,0.9129,0.8456
ADMS,ADMS_raw_i15p0_d26p89_t0p18_s2_m1p6.stl,,15.0,26.89,0.18,2,1.6,15.013,5034868,1,1,-550,0.10746,34.0973,3.6641,0.924,-8.00302,16.43721,-0.23964,8.38334,248.2055,40.4733,0.1791,0.0021,4000,0.05969,0.995,0.34523,0.33125,0.32352,1.06711,0.02171,0.32523,0.33855,0.33622,0.00581,0.99,22.8,OK,ADMS_raw_i15p0_d26p89_t0p18_s2_m1p6,raw,0.0164,0.0166,0.2837,0.0345,1.0958,0.021015000000000002,0.00865,0.006455,0.014852,0.009392,0.1095064736332869,-8.8911766,-0.22113648,OK,1,0.9813,0.995,0.9001,1.0837
ADMS,ADMS_flow_i15p0_d12p75_t0p4_s2_m1p6.stl,,15.0,12.75,0.4,2,1.6,15.014,2191652,1,1,-56,0.1076,15.4505,1.6625,0.915,-1.72968,1.86873,-0.13039,2.72771,136.571,28.5416,0.4009,0.0051,4000,0.13363,1.002,0.41499,0.32763,0.25738,1.61238,0.15761,0.33397,0.32337,0.34266,0.00789,0.974,13.9,OK,ADMS_flow_i15p0_d12p75_t0p4_s2_m1p6,flow,0.00879,0.00917,0.2457,0.2802,0.5499,0.010845,0.002445,0.0030499999999999998,0.006828,0.006044,0.1080987927842356,-2.0010375,-0.13468105,OK,1,0.9954,1.0022,0.8644,0.9681
ADMS,ADMS_DF_i15p0_d26p89_t0p17_s2_m1p6.stl,,15.0,26.89,0.17,2,1.6,15.024,5413432,1,1,-728,0.11143,35.9616,4.0073,0.891,-9.57,20.45358,-0.27361,9.54283,314.2264,46.3323,0.1704,0.0025,4000,0.05679,1.002,0.3561,0.32763,0.31628,1.12591,0.03982,0.33622,0.32915,0.33463,0.00303,0.984,25.9,OK,ADMS_DF_i15p0_d26p89_t0p17_s2_m1p6,df,0.01905,0.01976,0.2534,0.088,0.8233,0.023929999999999996,0.007355,0.007105,0.0144,0.01058,0.1132940073213928,-10.662722,-0.16341372,OK,1,0.9835,1.0024,0.8975,1.6743
ADMS,ADMS_DF_i15p0_d14p77_t0p3_s2_m1p6.stl,,15.0,14.77,0.3,2,1.6,15.018,3123316,1,1,-130,0.11161,20.7487,2.3157,0.844,-2.90038,3.28732,-0.15008,3.82372,189.9857,34.6898,0.3014,0.0022,4000,0.10047,1.005,0.36357,0.33677,0.29966,1.21326,0.06391,0.33884,0.33248,0.32868,0.00419,0.955,16.3,OK,ADMS_DF_i15p0_d14p77_t0p3_s2_m1p6,df,0.01625,0.017,0.2431,0.0882,1.0292,0.018965,0.006515,0.00715,0.012316,,0.112,-3.21728,-0.12573443,OK (legacy),1,0.9965,1.0047,0.9015,1.1936
ADMS,ADMS_raw_i15p0_d36p0_t0p14_s2_m1p6.stl,,15.0,36.0,0.14,2,1.6,15.018,6678200,1,1,-1358,0.11598,42.077,4.88,0.924,-14.57263,29.40402,-0.35832,11.36211,375.7323,52.1439,0.1447,0.0035,4000,0.04825,1.034,0.34638,0.33171,0.32192,1.07598,0.02446,0.33721,0.32842,0.33438,0.00366,0.993,30.5,OK,ADMS_raw_i15p0_d36p0_t0p14_s2_m1p6,raw,0.02151,0.02174,0.2859,0.0341,1.0088,0.0277,0.01089,0.008175,0.018296,0.012448,0.114332981111408,-15.267468,-0.57323229,OK,1,1.0144,1.0336,0.9545,0.6251
ADMS,ADMS_raw_i15p0_d26p89_t0p2_s2_m1p6.stl,,15.0,26.89,0.2,2,1.6,15.014,5036192,1,1,-550,0.11945,30.6987,3.6671,0.922,-8.01067,15.2633,-0.26479,8.18934,237.5599,38.7142,0.1989,0.0021,4000,0.0663,0.995,0.34525,0.33126,0.32349,1.06725,0.02175,0.32521,0.33857,0.33622,0.00583,0.988,23.6,OK,ADMS_raw_i15p0_d26p89_t0p2_s2_m1p6,raw,0.0197,0.01999,0.2813,0.0389,1.1249,0.024925000000000003,0.010284999999999999,0.007845,0.017603999999999998,0.011156000000000001,0.1216586732911484,-8.7809412,-0.30881391,OK,1,0.9818,0.9945,0.9123,0.8574
ADMS,ADMS_DF_5cube_d12p75_r012.stl,,,12.75,,,,15.014,2628400,1,1,-66,0.11953,16.049,1.9183,0.813,-1.76966,1.3688,-0.11525,2.14754,145.9307,29.3222,0.4007,0.0089,4000,0.13358,,0.36289,0.32705,0.31006,1.17038,0.05283,0.31198,0.3428,0.34522,0.01513,0.942,28.8,OK,ADMS_DF_5cube_d12p75_r012,df,0.0165,0.01703,0.2596,0.1655,1.2634,0.023174999999999998,0.009305,0.00865,,,0.12,-1.8388341,-0.1008643,OK (legacy),1,0.9961,,0.9624,1.1426
ADMS,ADMS_DF_i15p0_d24p87_t0p2_s2_m1p6.stl,,15.0,24.87,0.2,2,1.6,15.024,5095932,1,1,-554,0.12076,30.8563,3.7262,0.886,-7.95918,14.10972,-0.26292,7.93105,263.6416,40.5452,0.1988,0.0021,4000,0.06628,0.994,0.34601,0.33072,0.32327,1.07035,0.02274,0.33026,0.33754,0.3322,0.00308,0.982,25.5,OK,ADMS_DF_i15p0_d24p87_t0p2_s2_m1p6,df,0.02091,0.02186,0.2437,0.0876,1.0564,0.02496,0.009155,0.01002,0.016583999999999998,,0.1233,-8.8282791,-0.31604644,OK (legacy),1,0.9794,0.994,0.9016,0.8319
ADMS,ADMS_flow_i15p0_d26p89_t0p21_s2_m1p6.stl,,15.0,26.89,0.21,2,1.6,15.021,5131620,1,1,-600,0.13077,29.209,3.8198,0.915,-8.19027,14.43982,-0.29417,8.26781,234.1027,38.1752,0.2091,0.0039,4000,0.0697,0.996,0.36594,0.34126,0.2928,1.24982,0.07315,0.35021,0.34771,0.30208,0.02212,0.986,24.0,OK,ADMS_flow_i15p0_d26p89_t0p21_s2_m1p6,flow,0.02135,0.02172,0.2782,0.1175,0.7042,0.029474999999999998,0.009045,0.006715,0.015632,0.012211999999999999,0.1330169166205493,-9.0326851,-0.27934102,OK,1,0.9831,0.9957,0.9067,1.0531
ADMS,ADMS_DF_i15p0_d10p73_t0p5_s2_m1p6.stl,,15.0,10.73,0.5,2,1.6,15.013,2212304,1,1,-42,0.13081,12.6115,1.6497,0.883,-1.42375,0.87241,-0.11936,1.66419,133.1007,28.4146,0.5006,0.0139,4000,0.16687,1.001,0.38199,0.31582,0.30218,1.26411,0.07981,0.33207,0.31564,0.35229,0.01499,0.959,16.7,OK,ADMS_DF_i15p0_d10p73_t0p5_s2_m1p6,df,0.01852,0.01932,0.2463,0.2513,0.796,0.01991,0.004395,0.00506,0.018736,,0.1313,-1.5161305,-0.12655638,OK (legacy),1,0.9963,1.0012,0.9391,0.9431
ADMS,ADMS_flow_i15p0_d14p77_t0p4_s2_m1p6.stl,,15.0,14.77,0.4,2,1.6,15.013,2656344,1,1,-98,0.13108,15.4104,2.0199,0.916,-2.74096,3.02561,-0.18501,3.43001,151.6647,30.6413,0.4009,0.0032,4000,0.13364,1.002,0.37184,0.33599,0.29218,1.27264,0.07966,0.36412,0.29596,0.33992,0.02821,0.975,15.8,OK,ADMS_flow_i15p0_d14p77_t0p4_s2_m1p6,flow,0.01592,0.01638,0.2629,0.3154,0.4523,0.020815,0.0038250000000000003,0.00385,0.012144,0.011404,0.1314438197306285,-2.8689611,-0.21076308,OK,1,0.9972,1.0022,0.9554,0.8778
ADMS,ADMS_raw_i15p0_d42p0_t0p14_s2_m1p6.stl,,15.0,42.0,0.14,2,1.6,15.017,7901440,1,1,-2216,0.13702,41.9806,5.7523,0.912,-19.72164,35.4004,-0.48699,12.35457,375.3014,53.1613,0.1447,0.0036,4000,0.04824,1.034,0.34927,0.32785,0.32288,1.08175,0.02639,0.32791,0.33703,0.33506,0.00392,0.993,36.8,OK,ADMS_raw_i15p0_d42p0_t0p14_s2_m1p6,raw,0.02934,0.02996,0.2728,0.0344,1.0858,0.036735000000000004,0.01431,0.012075,0.023724,0.016712,0.1348735413400159,-20.124089,-0.72114243,OK,1,1.0159,1.0336,0.98,0.6753
ADMS,ADMS_raw_i15p0_d30p93_t0p2_s2_m1p6.stl,,15.0,30.93,0.2,2,1.6,15.015,5851304,1,1,-890,0.13913,30.6537,4.2649,0.907,-10.6074,18.65299,-0.35683,8.97451,260.1882,40.9638,0.199,0.0021,4000,0.06632,0.995,0.35146,0.32614,0.3224,1.09013,0.02906,0.33268,0.33204,0.33527,0.0014,0.987,27.3,OK,ADMS_raw_i15p0_d30p93_t0p2_s2_m1p6,raw,0.03004,0.03058,0.277,0.0664,1.1955,0.03574,0.015625,0.012475,0.024344,0.017668,0.1415869144663149,-11.467736,-0.35458665,OK,1,0.9826,0.995,0.925,1.0063
ADMS,ADMS_raw_i12p0_d22p85_t0p28_s2_m1p6.stl,,12.0,22.85,0.28,2,1.6,12.013,2190912,1,1,-178,0.14213,21.9096,3.114,0.905,-5.69349,8.64813,-0.27501,5.82663,219.2342,38.0165,0.2819,0.0026,4000,0.09398,1.007,0.34833,0.33112,0.32055,1.08665,0.02778,0.33042,0.33299,0.33659,0.00253,0.977,11.9,OK,ADMS_raw_i12p0_d22p85_t0p28_s2_m1p6,raw,0.02247,0.02326,0.2557,0.1929,1.3303,0.026035,0.012365,0.010089999999999998,0.020096,0.014292,0.142656270668112,-6.1383246,-0.33335277,OK,1,0.9963,1.0068,0.9275,0.825
ADMS,ADMS_flow_i15p0_d26p89_t0p23_s2_m1p6.stl,,15.0,26.89,0.23,2,1.6,15.019,5130860,1,1,-602,0.14408,26.5243,3.8215,0.914,-8.23309,14.1818,-0.3237,8.11939,237.9044,38.5597,0.2302,0.005,4000,0.07675,1.001,0.366,0.34129,0.29272,1.25034,0.07328,0.35026,0.34771,0.30203,0.02216,0.985,24.5,OK,ADMS_flow_i15p0_d26p89_t0p23_s2_m1p6,flow,0.02495,0.02542,0.2758,0.1111,0.7228,0.03391,0.01047,0.007940000000000001,0.018128000000000002,0.014136,0.1456515132871993,-8.9674976,-0.29698397,OK,1,0.9892,1.0009,0.9181,1.09
ADMS,ADMS_DF_5cube_d20p83_t0p30_s2.stl,,,20.83,0.30,2,,15.019,4065148,1,1,-282,0.14571,20.6412,3.0077,0.866,-5.17399,6.70786,-0.26073,5.14315,218.8209,37.6615,0.3016,0.0024,4000,0.10054,1.005,0.34767,0.33309,0.31925,1.08902,0.02842,0.33291,0.32818,0.33892,0.00439,0.963,21.0,OK,ADMS_DF_5cube_d20p83_t0p30_s2,df,0.02945,0.03021,0.2672,0.0618,1.0315,0.034155000000000005,0.01398,0.012415,,,0.1463,-5.8040804,-0.29936991,OK (legacy),1,0.996,1.0053,0.8914,0.8709
ADMS,ADMS_DF_i15p0_d14p77_t0p4_s2_m1p6.stl,,15.0,14.77,0.4,2,1.6,15.014,3138052,1,1,-130,0.14836,15.7918,2.3429,0.833,-2.91736,2.6414,-0.20018,3.03466,175.2093,32.8997,0.4009,0.0089,4000,0.13362,1.002,0.3638,0.33681,0.29939,1.21512,0.06441,0.33934,0.33222,0.32844,0.00452,0.942,17.7,OK,ADMS_DF_i15p0_d14p77_t0p4_s2_m1p6,df,0.02657,0.02765,0.2492,0.0827,1.0232,0.03257,0.01134,0.011519999999999999,0.019408,,0.149,-3.1772552,-0.20123105,OK (legacy),1,0.9957,1.0022,0.9182,0.9948
ADMS,ADMS_DF_i15p0_d30p93_t0p2_s2_m1p6.stl,,15.0,30.93,0.2,2,1.6,15.027,6142760,1,1,-1036,0.14838,30.7124,4.5572,0.895,-12.39671,21.93747,-0.41453,9.8398,300.5417,44.202,0.199,0.0024,4000,0.06632,0.995,0.35554,0.32673,0.31773,1.11899,0.03781,0.33321,0.33886,0.32793,0.00447,0.981,31.1,OK,ADMS_DF_i15p0_d30p93_t0p2_s2_m1p6,df,0.03117,0.03183,0.2731,0.0809,0.8377,0.039514999999999995,0.01322,0.01083,0.022496,,0.1517,-13.903175,-0.42203919,OK (legacy),2,0.9781,0.995,0.8916,0.9822
ADMS,ADMS_raw_i15p0_d36p0_t0p19_s2_m1p6.stl,,15.0,36.0,0.19,2,1.6,15.021,6665940,1,1,-1360,0.15168,32.1545,4.8772,0.92,-14.64657,25.48018,-0.46761,10.44546,268.8129,42.5765,0.1889,0.0021,4000,0.06297,0.994,0.34645,0.3317,0.32184,1.07646,0.02461,0.33723,0.32839,0.33437,0.00368,0.989,32.1,OK,ADMS_raw_i15p0_d36p0_t0p19_s2_m1p6,raw,0.03316,0.03368,0.2799,0.0333,1.0513,0.041815,0.0163,0.01291,0.02736,0.018643999999999997,0.1549168893506589,-15.86329,-0.42876481,OK,1,0.9791,0.9942,0.9233,1.0906
ADMS,ADMS_DF_i15p0_d10p73_t0p6_s2_m1p6.stl,,15.0,10.73,0.6,2,1.6,15.012,2220640,1,1,-42,0.15677,10.6098,1.6633,0.874,-1.43136,0.92198,-0.14379,1.72829,122.4525,27.2871,0.6006,0.0285,4000,0.20022,1.001,0.38244,0.31552,0.30204,1.26619,0.0804,0.33216,0.31529,0.35255,0.01523,0.949,19.4,OK,ADMS_DF_i15p0_d10p73_t0p6_s2_m1p6,df,0.02573,0.02692,0.2424,0.2549,0.8328,0.0264,0.006025,0.007365,0.02484,,0.1572,-1.5789491,-0.17847047,OK (legacy),2,0.9973,1.001,0.9065,0.8057
ADMS,ADMS_raw_i15p0_d22p85_t0p33_s2_m1p6.stl,,15.0,22.85,0.33,2,1.6,15.014,4132896,1,1,-282,0.16086,18.6438,2.999,0.898,-4.71003,6.86348,-0.26704,4.91625,171.7713,33.4933,0.3308,0.0021,4000,0.11025,1.002,0.35312,0.32924,0.31763,1.11173,0.03549,0.32873,0.3348,0.33648,0.00333,0.975,21.2,OK,ADMS_raw_i15p0_d22p85_t0p33_s2_m1p6,raw,0.03671,0.03727,0.2804,0.1164,1.5364,0.04471,0.01975,0.01633,0.032076,0.022091999999999997,0.1614550434948159,-5.0634871,-0.31206198,OK,1,0.9963,1.0024,0.9302,0.8557
ADMS,ADMS_flow_i15p0_d12p75_t0p6_s2_m1p6.stl,,15.0,12.75,0.6,2,1.6,15.012,2196420,1,1,-48,0.16097,10.4285,1.6787,0.901,-1.53543,1.67423,-0.18218,2.45428,117.3667,26.7358,0.6008,0.0192,4000,0.20026,1.001,0.41602,0.32774,0.25624,1.62357,0.15978,0.33332,0.32349,0.34319,0.00804,0.96,18.1,OK,ADMS_flow_i15p0_d12p75_t0p6_s2_m1p6,flow,0.01751,0.01834,0.2413,0.2594,0.5832,0.02257,0.00484,0.00626,0.01304,0.011071999999999999,0.1613495340002566,-1.8056615,-0.19736937,OK,1,0.9976,1.0013,0.8503,0.923
ADMS,ADMS_flow_i15p0_d18p81_t0p4_s2_m1p6.stl,,15.0,18.81,0.4,2,1.6,15.014,3282904,1,1,-178,0.16129,15.3399,2.4741,0.913,-4.09253,5.43385,-0.27569,4.54185,170.1191,32.7974,0.401,0.0101,4000,0.13367,1.003,0.37205,0.3192,0.30875,1.20502,0.0633,0.31581,0.32279,0.36141,0.02006,0.974,18.4,OK,ADMS_flow_i15p0_d18p81_t0p4_s2_m1p6,flow,0.02159,0.02225,0.2612,0.2463,0.5633,0.03596,0.00624,0.007435000000000001,0.0161,0.013087999999999999,0.1617194109218221,-4.5531514,-0.30959556,OK,1,0.9973,1.0025,0.8988,0.8905
ADMS,ADMS_DF_5cube_d18p81_r018.stl,,,18.81,,,,15.015,3498252,1,1,-200,0.16813,15.7246,2.6437,0.849,-4.37989,4.87986,-0.2872,4.11306,197.7271,35.226,0.4011,0.0084,4000,0.1337,,0.36259,0.33084,0.30657,1.18273,0.05602,0.33065,0.3293,0.34005,0.00478,0.949,26.0,OK,ADMS_DF_5cube_d18p81_r018,df,0.03218,0.03361,0.2449,0.111,0.8111,0.04287,0.011014999999999999,0.01122,,,0.18,-4.7731433,-0.31362625,OK (legacy),1,0.9341,,0.9176,0.9157
ADMS,ADMS_raw_i15p0_d42p0_t0p18_s2_m1p6.stl,,15.0,42.0,0.18,2,1.6,15.014,7872984,1,1,-2216,0.17005,33.7772,5.7439,0.908,-19.84763,32.4053,-0.60682,11.64922,285.4707,45.243,0.1795,0.0024,4000,0.05984,0.997,0.34936,0.32783,0.32281,1.08224,0.02655,0.32787,0.33703,0.3351,0.00394,0.989,37.2,OK,ADMS_raw_i15p0_d42p0_t0p18_s2_m1p6,raw,0.04115,0.04213,0.27,0.0389,1.1084,0.05122,0.019855,0.017165,0.032428,0.022864000000000002,0.173118672011776,-20.482978,-0.56097395,OK,1,0.9823,0.9972,0.969,1.0817
ADMS,ADMS_flow_i15p0_d30p93_t0p24_s2_m1p6.stl,,15.0,30.93,0.24,2,1.6,15.019,5792276,1,1,-872,0.17033,25.2959,4.3087,0.913,-10.95525,17.64956,-0.4449,8.92221,246.6335,39.7874,0.2411,0.0041,4000,0.08035,1.004,0.35467,0.32923,0.3161,1.12199,0.03856,0.33539,0.33624,0.32838,0.00352,0.984,28.1,OK,ADMS_flow_i15p0_d30p93_t0p24_s2_m1p6,flow,0.03348,0.03422,0.2717,0.0838,0.7866,0.044825,0.014530000000000001,0.011859999999999999,0.02466,0.01856,0.1717327793848921,-11.447785,-0.43390306,OK,1,0.9918,1.0046,0.957,1.0253
ADMS,ADMS_DF_i15p0_d30p93_t0p23_s2_m1p6.stl,,15.0,30.93,0.23,2,1.6,15.024,6137502,1,1,-1036,0.17209,26.5099,4.5622,0.891,-12.463,21.42664,-0.48232,9.62841,308.5133,44.6994,0.2307,0.003,4000,0.07689,1.003,0.35564,0.32672,0.31765,1.1196,0.03799,0.33316,0.33894,0.32789,0.00451,0.977,30.0,OK,ADMS_DF_i15p0_d30p93_t0p23_s2_m1p6,df,0.03945,0.04038,0.2701,0.0731,0.8572,0.049615,0.01654,0.01391,0.028184,0.021032,0.1741224580782082,-13.648271,-0.47947217,OK,1,0.9883,1.003,0.9132,1.0059
ADMS,ADMS_flow_i9p0_d26p89_t0p33_s2_m1p6.stl,,9.0,26.89,0.33,2,1.6,9.016,953268,1,1,-96,0.17781,18.7017,3.3253,0.905,-7.58249,11.70836,-0.41188,6.88828,226.4013,38.809,0.3311,0.017,4000,0.11036,1.003,0.36724,0.34127,0.29149,1.25987,0.07575,0.33064,0.36313,0.30623,0.02331,0.966,6.5,OK,ADMS_flow_i9p0_d26p89_t0p33_s2_m1p6,flow,0.02295,0.02367,0.2604,0.3269,0.5341,0.043899999999999995,0.006095000000000001,0.006005,0.016092,0.013116,0.1791065475294222,-8.235374,-0.39957056,OK,1,0.9928,1.0033,0.9207,1.0308
ADMS,ADMS_raw_i12p0_d30p93_t0p26_s2_m1p6.stl,,12.0,30.93,0.26,2,1.6,12.015,2962908,1,1,-430,0.1806,23.4196,4.2297,0.903,-10.15827,17.10542,-0.45177,8.33089,256.275,41.3417,0.2622,0.0027,4000,0.0874,1.008,0.34282,0.33866,0.31852,1.07632,0.02431,0.3393,0.33437,0.32633,0.00535,0.978,16.4,OK,ADMS_raw_i12p0_d30p93_t0p26_s2_m1p6,raw,0.04276,0.04382,0.2685,0.0885,1.2203,0.045884999999999995,0.020489999999999998,0.017995,0.033228,0.024512,0.1813604284037843,-10.839503,-0.49260381,OK,1,0.9958,1.0085,0.9372,0.9171
